date,subdistrict,latitude,longitude,total_report,rainfall
2024-01-01,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-02,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-01-03,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-04,กระทุ่มราย,13.825803252293898,100.8915794082461,9.0,0.0
2024-01-05,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-01-06,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,1.0
2024-01-07,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.5
2024-01-08,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,8.0
2024-01-09,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,27.5
2024-01-10,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,1.5
2024-01-11,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-12,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-01-13,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-01-14,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-15,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-01-16,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-01-17,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-01-18,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-19,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-01-20,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-21,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-01-22,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,0.0
2024-01-23,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-01-24,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-01-25,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-01-26,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-01-27,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-01-28,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-29,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-30,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-01-31,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-02-01,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-02-02,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-02-03,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-02-04,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-02-05,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.5
2024-02-06,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-02-07,กระทุ่มราย,13.825803252293898,100.8915794082461,20.0,0.0
2024-02-08,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,3.5
2024-02-09,กระทุ่มราย,13.825803252293898,100.8915794082461,18.0,4.5
2024-02-10,กระทุ่มราย,13.825803252293898,100.8915794082461,12.0,1.5
2024-02-11,กระทุ่มราย,13.825803252293898,100.8915794082461,21.0,0.0
2024-02-12,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-02-13,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-02-14,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-02-15,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-02-16,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-02-17,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-02-18,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-02-19,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-02-20,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-02-21,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-02-22,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-02-23,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-02-24,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-02-25,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-02-26,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-02-27,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-02-28,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-02-29,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-03-01,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-03-02,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-03-03,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,3.0
2024-03-04,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-03-05,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-03-06,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-03-07,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-03-08,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,5.0
2024-03-09,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,4.5
2024-03-10,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,8.0
2024-03-11,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.5
2024-03-12,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-03-13,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-03-14,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-03-15,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-03-16,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-03-17,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-03-18,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-03-19,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.0
2024-03-20,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-03-21,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-03-22,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-03-23,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-03-24,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-03-25,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-03-26,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-03-27,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,4.0
2024-03-28,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-03-29,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-03-30,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-03-31,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-04-01,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-04-02,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-04-03,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-04-04,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-04-05,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-04-06,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-04-07,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,9.0
2024-04-08,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,36.0
2024-04-09,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,27.0
2024-04-10,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,11.0
2024-04-11,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-04-12,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-04-13,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-04-14,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-04-15,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-04-16,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-04-17,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-04-18,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-04-19,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-04-20,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-04-21,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-04-22,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-04-23,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-04-24,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-04-25,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-04-26,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-04-27,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-04-28,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-04-29,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-04-30,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-05-01,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-05-02,กระทุ่มราย,13.825803252293898,100.8915794082461,8.0,0.0
2024-05-03,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-05-04,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-05-05,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-05-06,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,5.0
2024-05-07,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,1.5
2024-05-08,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,30.0
2024-05-09,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,0.5
2024-05-10,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-05-11,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-05-12,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-05-13,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,17.0
2024-05-14,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-05-15,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-05-16,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.0
2024-05-17,กระทุ่มราย,13.825803252293898,100.8915794082461,12.0,0.5
2024-05-18,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-05-19,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-05-20,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,1.5
2024-05-21,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,3.0
2024-05-22,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,2.0
2024-05-23,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,24.5
2024-05-24,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,3.0
2024-05-25,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-05-26,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.5
2024-05-27,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-05-28,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-05-29,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.5
2024-05-30,กระทุ่มราย,13.825803252293898,100.8915794082461,14.0,12.0
2024-05-31,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,1.0
2024-06-01,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-06-02,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.5
2024-06-03,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-06-04,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-06-05,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-06-06,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-06-07,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,1.0
2024-06-08,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,10.0
2024-06-09,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-06-10,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-06-11,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-06-12,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-06-13,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,0.0
2024-06-14,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,1.0
2024-06-15,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.5
2024-06-16,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-06-17,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,93.0
2024-06-18,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,0.0
2024-06-19,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,15.5
2024-06-20,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,2.5
2024-06-21,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-06-22,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,0.0
2024-06-23,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-06-24,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-06-25,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,12.0
2024-06-26,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,34.5
2024-06-27,กระทุ่มราย,13.825803252293898,100.8915794082461,8.0,24.0
2024-06-28,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,1.5
2024-06-29,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-06-30,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,8.0
2024-07-01,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.0
2024-07-02,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-07-03,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,0.0
2024-07-04,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-07-05,กระทุ่มราย,13.825803252293898,100.8915794082461,5.0,12.0
2024-07-06,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.5
2024-07-07,กระทุ่มราย,13.825803252293898,100.8915794082461,1.0,0.0
2024-07-08,กระทุ่มราย,13.825803252293898,100.8915794082461,2.0,7.0
2024-07-09,กระทุ่มราย,13.825803252293898,100.8915794082461,6.0,0.5
2024-07-10,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.0
2024-07-11,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-07-12,กระทุ่มราย,13.825803252293898,100.8915794082461,0.0,0.0
2024-07-13,กระทุ่มราย,13.825803252293898,100.8915794082461,3.0,2.0
2024-07-14,กระทุ่มราย,13.825803252293898,100.8915794082461,4.0,0.0
2024-07-15,กระทุ่มราย,13.825803252293898,100.8915794082461,11.0,0.0
2024-07-16,กระทุ่มราย,13.825803252293898,100.8915794082461,7.0,0.5
